REF + MAQ;Item;Desc. item;Tipo inventario;AREA;Preforma;Ciclo;Maquina;Cavidades;BOT/HORA;UNIDAD DE EMPAQUE;;Centro de trabajo;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 5000CC TR 98 G R38 SEMI 35        ;929;BOT CIY OLEOCALI 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI 35        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 5000CC TR 98 G R38 SEMI 35        ;934;BOT CIY RIQUISIMO 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI 35        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 5000CC TR 98 G R38 SEMI 30        ;934;BOT CIY RIQUISIMO 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 3000CC TR 58 G RC33 QUINKO 2       ;933;BOT CIY RIQUISIMO 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 250CC TR 10 G RC26,7 QUINKO 1       ;930;BOT CIY RIQUISIMO 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 250CC TR 10 G RC26,7 AOLI 4         ;930;BOT CIY RIQUISIMO 250CC TR 10 G RC26,7;IN300503;SOPLADO;;;AOLI 4         ;;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 1000CC TR 23,5 G RC26, QUINKO 1       ;932;BOT CIY RIQUISIMO 1000CC TR 23,5 G RC26,;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 500CC TR 14,5 G RC26,7 QUINKO 1       ;926;BOT CIY OLEOCALI 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 5000CC TR 98 G R38 SEMI 22        ;929;BOT CIY OLEOCALI 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI 22        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 5000CC TR 98 G R38 SEMI 47        ;929;BOT CIY OLEOCALI 5000CC TR 98 G R38;IN300701  ;SOPLADO;;10,29;SEMI 47        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 5000CC TR 98 G R38 SEMI BIDON 2   ;929;BOT CIY OLEOCALI 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI BIDON 2   ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 5000CC TR 98 G R38 SEMI 30        ;929;BOT CIY OLEOCALI 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 3000CC TR 58 G RC33 QUINKO 2       ;928;BOT CIY OLEOCALI 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 250CC TR 10 G RC26,7 QUINKO 1       ;925;BOT CIY OLEOCALI 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 250CC TR 10 G RC26,7 AOLI 4         ;925;BOT CIY OLEOCALI 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;0,00;AOLI 4         ;;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY OLEOCALI 1000CC TR 23,5 G RC26,7 QUINKO 1       ;927;BOT CIY OLEOCALI 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY MP 900CC TR 25 G R28 ;921;BOT CIY MP 900CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY MP 5000CC TR 98 G R38 CON ASA ;924;BOT CIY MP 5000CC TR 98 G R38 CON ASA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY MP 3000CC TR 67 G R38 ;923;BOT CIY MP 3000CC TR 67 G R38;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY MP 3000CC TR 58 G R33 ;2206;BOT CIY MP 3000CC TR 58 G R33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY MP 1000CC TR 26,9 G R28 ;922;BOT CIY MP 1000CC TR 26,9 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 SEMI 42        ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;9,00;SEMI 42        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 SEMI 32        ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 SEMI 23        ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 SEMI 45        ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 SEMI 35        ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;9,00;SEMI 35        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 MEGA 1         ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 28 G R1881 QUINKO 1       ;4022;BOT CIY 900CC TR 28 G R1881;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 23,7G R1881 MEGA 1         ;5530;BOT CIY 900CC TR 23,7G R1881;IN300501  ;SOPLADO;;9,00;MEGA 1         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 21 G R1881 SEMI 42        ;3857;BOT CIY 900CC TR 21 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 21 G R1881 SEMI 32        ;3857;BOT CIY 900CC TR 21 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 21 G R1881 SEMI 23        ;3857;BOT CIY 900CC TR 21 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 900CC TR 21 G R1881 SEMI 45        ;3857;BOT CIY 900CC TR 21 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 500CC TR 14,5 G RC26,7 ;1057;BOT CIY 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 250CC TR 10 G RC26,7 ;1056;BOT CIY 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 MEGA 1         ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,29;MEGA 1         ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 SEMI BIDON 2   ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,29;SEMI BIDON 2   ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 SEMI 22        ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,29;SEMI 22        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 SEMI 35        ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,29;SEMI 35        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 SEMI 30        ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 50 G R33 SEMI 47        ;4620;BOT CIY 1900CC TR 50 G R33;IN300501  ;SOPLADO;;10,29;SEMI 47        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY 1900CC TR 47 G R1881 MEGA 1         ;3858;BOT CIY 1900CC TR 47 G R1881;IN300501  ;SOPLADO;;10,29;MEGA 1         ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 16,5  G R1881 SEMI 42        ;3164;BOT CILEDCO 600CC TR 16,5  G R1881;IN300501  ;SOPLADO;;9,00;SEMI 42        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 16,5  G R1881 SEMI 45        ;3164;BOT CILEDCO 600CC TR 16,5  G R1881;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 16,5  G R1881 SEMI 23        ;3164;BOT CILEDCO 600CC TR 16,5  G R1881;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 16,5  G R1881 SEMI 32        ;3164;BOT CILEDCO 600CC TR 16,5  G R1881;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 16,5  G R1881 QUINK LEOPARD 4;3164;BOT CILEDCO 600CC TR 16,5  G R1881;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 14,5 G RC26,7 SEMI 45        ;953;BOT CILEDCO 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 14,5 G RC26,7 SEMI 23        ;953;BOT CILEDCO 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 14,5 G RC26,7 SEMI 32        ;953;BOT CILEDCO 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CILEDCO 600CC TR 14,5 G RC26,7 SEMI 42        ;953;BOT CILEDCO 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CARLOS MEISEL 300CC TR 10 G RC26,7 ;1008;BOT CARLOS MEISEL 300CC TR 10 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CALDAS 650CC TR 19,5 G RC26,7 ;3872;BOT CALDAS 650CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 23,5 G RC26,7 ;1166;BOT C/V 900CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 19,5 G RC26,7 QUINKO 1       ;1167;BOT C/V 900CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 19,5 G RC26,7 QUINKO LEOPARD ;1167;BOT C/V 900CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,57;QUINKO LEOPARD ;4;5600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 19,5 G RC26,7 QUINK LEOPARD 3;1167;BOT C/V 900CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 19,5 G RC26,7 QUINK LEOPARD 4;1167;BOT C/V 900CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 17,5 G RC26,7 QUINKO LEOPARD ;948;BOT C/V 900CC TR 17,5 G RC26,7;IN300501  ;SOPLADO;;2,48;QUINKO LEOPARD ;4;5800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 900CC TR 17,5 G RC26,7 QUINKO 1       ;948;BOT C/V 900CC TR 17,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 650CC TR 19,5 G RC26,7 QUINKO LEOPARD ;4151;BOT C/V 650CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,57;QUINKO LEOPARD ;4;5600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 650CC TR 19,5 G RC26,7 QUINK LEOPARD 3;4151;BOT C/V 650CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 650CC TR 19,5 G RC26,7 QUINK LEOPARD 4;4151;BOT C/V 650CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 4000CC TR 72 G R48 MEGA 2         ;1168;BOT C/V 4000CC TR 72 G R48;IN300501  ;SOPLADO;;9,47;MEGA 2         ;1;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 3785CC TR 72 G R48 MEGA 2         ;950;BOT C/V 3785CC TR 72 G R48;IN300501  ;SOPLADO;;11,08;MEGA 2         ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 3785CC TR 58 G RC33 MEGA 2         ;949;BOT C/V 3785CC TR 58 G RC33;IN300501  ;SOPLADO;;11,08;MEGA 2         ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 3785CC TR 58 G RC33 MEGA 1         ;949;BOT C/V 3785CC TR 58 G RC33;IN300501  ;SOPLADO;;10,91;MEGA 1         ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT C/V 3785CC TR 58 G RC33 SEMI 35        ;949;BOT C/V 3785CC TR 58 G RC33;IN300501  ;SOPLADO;;11,08;SEMI 35        ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BUUM 250CC TR 18 G R28 ;951;BOT BUUM 250CC TR 18 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BONAIRE VARITA 40 ML TR 8 GR ;4119;BOT BONAIRE VARITA 40 ML TR 8 GR;IN300601  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BOLITA 300CC TR 25 G R28 SEMI 42        ;973;BOT BOLITA 300CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BOLITA 300CC TR 25 G R28 SEMI 45        ;973;BOT BOLITA 300CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BOLITA 300CC TR 25 G R28 SEMI 23        ;973;BOT BOLITA 300CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BOLITA 300CC TR 25 G R28 SEMI 32        ;973;BOT BOLITA 300CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BARRENTOS 500CC TR 14,5 G RC26,7 ;1007;BOT BARRENTOS 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT BARRENTOS 375CC TR 14,5 G RC26,7 ;1006;BOT BARRENTOS 375CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 810CC TR 23,5 RC26,7 SEMI 42        ;2159;BOT ASEO 810CC TR 23,5 RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 810CC TR 23,5 RC26,7 SEMI 45        ;2159;BOT ASEO 810CC TR 23,5 RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 810CC TR 23,5 RC26,7 SEMI 23        ;2159;BOT ASEO 810CC TR 23,5 RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 810CC TR 23,5 RC26,7 SEMI 32        ;2159;BOT ASEO 810CC TR 23,5 RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 810CC TR 23,5 RC26,7 MEGA 1         ;2159;BOT ASEO 810CC TR 23,5 RC26,7;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 410CC TR 14,5 G RC26,7 QUINKO LEOPARD ;2158;BOT ASEO 410CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,57;QUINKO LEOPARD ;4;5600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 410CC TR 14,5 G RC26,7 QUINK LEOPARD 3;2158;BOT ASEO 410CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ASEO 410CC TR 14,5 G RC26,7 QUINK LEOPARD 4;2158;BOT ASEO 410CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ALCOHOL 375CC TR 18 G R1881 COMP ;4909;BOT ALCOHOL 375CC TR 18 G R1881 COMP;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ALCOHOL 375CC TR 18 G R1881 COMP AOLI 4         ;4909;BOT ALCOHOL 375CC TR 18 G R1881 COMP;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ALCOHOL 375 CC TR 18,5 GR R1881 AOLI 1         ;4785;BOT ALCOHOL 375 CC TR 18,5 GR R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ALCOHOL 375 CC TR 18,5 GR R1881 AOLI 4         ;4785;BOT ALCOHOL 375 CC TR 18,5 GR R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA ZONE 500CC TR 14,5 G RC26,7 ;959;BOT AGUA ZONE 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 19,5 G RC26,7 ;3777;BOT AGUA POLAR 600CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 19,5 G RC26,7 QUINKO LEOPARD ;3778;BOT AGUA POLAR 600CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 19,5 G RC26,7 QUINK LEOPARD 3;3778;BOT AGUA POLAR 600CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 19,5 G RC26,7 QUINK LEOPARD 4;3778;BOT AGUA POLAR 600CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 14,5 G RC26,7 ;954;BOT AGUA POLAR 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC_ QUINK LEOPARD 5;3855;BOT AGUA POLAR 600CC TR 12,5 G RC_;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;18000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC* QUINK LEOPARD 5;3855;BOT AGUA POLAR 600CC TR 12,5 G RC*;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;9000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC QUINKO LEOPARD ;3855;BOT AGUA POLAR 600CC TR 12,5 G RC;IN300503  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC QUINK LEOPARD 3;3855;BOT AGUA POLAR 600CC TR 12,5 G RC;IN300503  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC QUINK LEOPARD 4;3855;BOT AGUA POLAR 600CC TR 12,5 G RC;IN300503  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC. QUINK LEOPARD 5;3855;BOT AGUA POLAR 600CC TR 12,5 G RC.;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;17000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600CC TR 12,5 G RC QUINK LEOPARD 5;3855;BOT AGUA POLAR 600CC TR 12,5 G RC;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;15000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA QUINKO LEOPARD ;3722;BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA QUINK LEOPARD 3;3722;BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA QUINK LEOPARD 4;3722;BOT AGUA POLAR 600C TR 14,5 G RC26 BOLSA;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA_ QUINK LEOPARD 5;5488;BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA_;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;18000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA* QUINK LEOPARD 5;5488;BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA*;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;9000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA QUINK LEOPARD 4;5488;BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA. QUINK LEOPARD 5;5488;BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA.;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;17000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA QUINK LEOPARD 5;5488;BOT AGUA POLAR 600C TR 12,5 G RC26 BOLSA;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 5;9;15000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600 TR 14,5G RC QUINKO LEOPARD ;3540;BOT AGUA POLAR 600 TR 14,5G RC;IN300503  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600 TR 14,5G RC QUINK LEOPARD 3;3540;BOT AGUA POLAR 600 TR 14,5G RC;IN300503  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600 TR 14,5G RC QUINK LEOPARD 4;3540;BOT AGUA POLAR 600 TR 14,5G RC;IN300503  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT AGUA POLAR 600 TR 14,5G RC QUINKO LEOPARD ;3540;BOT AGUA POLAR 600 TR 14,5G RC;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
